GameId,PlayId,X_std,Y_std,S,A,Dir_scaled,YardsToTouchdown,min_similar_yards,avg_similar_yards,max_similar_yards,std_similar_yards
2017090700,20170907000118,41.25,22.769999999999996,3.8,3.35,73.04444444444445,65,1,3.5555555555555554,6,1.7400510848184252
2017090700,20170907000139,48.93000000000001,26.139999999999997,3.4000000000000004,2.41,53.11111111111112,57,0,6.0,25,8.276472678623424
2017090700,20170907000189,71.34,34.19,6.0,2.42,46.62222222222223,35,1,4.0,11,3.082207001484488
2017090700,20170907000345,104.47,27.939999999999998,4.6000000000000005,3.2,93.95555555555556,2,-2,0.1111111111111111,1,1.2692955176439846
2017090700,20170907000395,29.99,27.12,4.4,2.53,24.533333333333346,75,-3,4.888888888888889,12,4.935697631653616
2017090700,20170907000473,77.12,30.569999999999997,4.4,2.76,44.811111111111096,29,0,4.111111111111111,12,3.723051317281446
2017090700,20170907000516,84.72,28.319999999999997,5.4,2.02,26.477777777777792,19,-2,6.777777777777778,19,7.693792591722527
2017090700,20170907000653,97.26,27.869999999999997,5.1,1.18,86.53333333333333,10,-2,2.5555555555555554,6,2.5055493963954847
2017090700,20170907000680,14.57,22.25,5.1,3.1,55.633333333333326,90,-2,2.6666666666666665,4,1.9364916731037083
2017090700,20170907000801,53.64,27.84,3.8,2.63,43.02222222222222,50,-3,3.4444444444444446,11,4.772607021092118
2017090700,20170907000917,96.73,23.79,5.5,2.11,99.93333333333332,9,-2,2.888888888888889,7,2.7131367660166177
2017090700,20170907001004,31.370000000000005,24.169999999999998,3.2,2.79,81.76666666666664,75,-3,6.666666666666667,16,6.461423991660043
2017090700,20170907001077,74.28999999999999,23.209999999999997,6.8999999999999995,3.75,-13.844444444444484,30,-9,3.2222222222222223,16,7.8704793020783965
2017090700,20170907001156,90.93,33.62,5.8,4.15,15.544444444444455,12,-1,4.888888888888889,11,4.166666666666667
2017090700,20170907001177,98.06,30.589999999999996,3.1,1.68,75.04444444444447,8,0,4.444444444444445,7,2.5549516194593154
2017090700,20170907001296,50.629999999999995,21.56,6.6000000000000005,4.13,1.5777777777777955,55,-6,4.111111111111111,17,7.025746302785997
2017090700,20170907001355,24.18,29.83,7.4,1.59,-4.500000000000012,82,2,10.444444444444445,23,7.037597443572471
2017090700,20170907001376,27.02,19.57,6.2,2.93,27.29999999999999,78,-4,6.555555555555555,23,9.11195795522443
2017090700,20170907001443,51.6,30.02,7.199999999999999,3.35,-8.500000000000005,52,-3,8.11111111111111,52,16.66166591644158
2017090700,20170907001488,69.04,27.93,5.699999999999999,2.11,27.999999999999986,36,-1,2.0,9,3.3541019662496847
2017090700,20170907001509,83.04,34.24,5.699999999999999,2.61,22.28888888888889,20,-4,-0.6666666666666666,3,2.449489742783178
2017090700,20170907001530,94.78,31.28,4.6000000000000005,2.51,78.33333333333333,11,1,4.222222222222222,6,1.855921454276674
2017090700,20170907001551,97.34,24.95,6.0,1.01,29.133333333333333,7,-1,1.7777777777777777,6,2.3333333333333335
2017090700,20170907001605,103.24,27.03,5.4,1.66,58.988888888888894,2,-1,1.1111111111111112,4,1.5365907428821481
2017090700,20170907001664,28.5,22.599999999999998,4.8,3.01,13.966666666666658,77,-1,7.111111111111111,37,11.879019787470307
2017090700,20170907001715,40.86,24.369999999999997,4.8,2.12,70.04444444444444,64,-1,4.666666666666667,15,4.58257569495584
2017090700,20170907001736,41.629999999999995,26.4,5.6000000000000005,3.33,38.28888888888886,63,1,4.0,7,2.0615528128088303
2017090700,20170907001819,46.13,30.63,5.5,2.27,70.23333333333332,60,1,5.777777777777778,23,6.704061787039588
2017090700,20170907001955,9.870000000000005,28.199999999999996,5.5,3.2,4.133333333333364,96,-3,7.555555555555555,28,9.850267903858137
2017090700,20170907002430,30.17,23.519999999999996,5.8,2.37,55.977777777777774,75,1,5.333333333333333,14,4.527692569068709
2017090700,20170907002648,32.75,34.07,5.6000000000000005,1.67,47.05555555555555,72,-2,4.0,14,5.408326913195984
2017090700,20170907002669,35.1,28.59,4.5,2.72,56.6111111111111,70,0,2.888888888888889,9,3.018461712712472
2017090700,20170907002829,30.11,31.96,4.8,2.55,79.89999999999999,75,1,7.333333333333333,18,5.937171043518958
2017090700,20170907002900,50.84,28.6,3.3000000000000003,2.58,43.02222222222222,54,1,4.444444444444445,11,3.2058973436118907
2017090700,20170907002961,19.269999999999996,26.049999999999997,5.300000000000001,0.99,41.33333333333332,86,-1,2.7777777777777777,9,2.8625940062196116
2017090700,20170907003138,105.2,27.63,5.2,0.9,68.96666666666665,1,0,1.1111111111111112,2,0.6009252125773316
2017090700,20170907003161,104.86,22.44,5.5,2.83,58.833333333333336,1,0,0.7777777777777778,1,0.44095855184409843
2017090700,20170907003261,16.189999999999998,22.629999999999995,2.0,3.33,88.63333333333331,89,-2,14.333333333333334,90,28.600699292150185
2017090700,20170907003444,87.49,33.96,5.5,2.46,50.74444444444446,18,-1,4.555555555555555,16,5.981452814975454
2017090700,20170907003465,94.67,29.1,4.4,1.88,95.81111111111112,11,0,4.222222222222222,12,3.929942040850532
2017090700,20170907003507,98.58,34.85,5.8,3.24,12.06666666666668,4,-5,-0.5555555555555556,3,2.7436796055257213
2017090700,20170907003635,9.659999999999997,26.889999999999997,4.5,2.61,50.699999999999996,95,-2,2.6666666666666665,8,3.937003937005905
2017090700,20170907003874,67.07,22.15,4.8,1.14,81.07777777777781,40,1,5.111111111111111,13,4.075673086879161
2017090700,20170907004025,19.180000000000007,22.179999999999996,4.5,1.54,91.05555555555554,87,-1,4.333333333333333,21,7.035623639735145
2017090700,20170907004046,20.590000000000003,29.049999999999997,6.3,1.23,35.122222222222234,85,-4,3.2222222222222223,12,5.093568929978709
2017090700,20170907004182,53.21,26.0,4.2,2.07,64.92222222222223,51,0,3.2222222222222223,9,3.1534813214040835
2017090700,20170907004314,100.45,20.38,6.1,2.94,9.47777777777778,4,-7,2.2222222222222223,7,4.055175020198813
2017090700,20170907004465,24.8,30.22,4.5,3.75,8.333333333333334,79,-2,6.111111111111111,31,9.980536614386578
2017090700,20170907004486,83.64,27.05,5.2,3.04,47.4,21,0,4.222222222222222,17,5.190803834132479
2017090700,20170907004622,62.55,26.4,5.4,2.05,41.03333333333334,42,-3,4.0,16,5.5677643628300215
2017090700,20170907004660,65.42,20.58,5.6000000000000005,2.24,44.844444444444456,40,-2,1.5555555555555556,5,2.6034165586355513
2017090700,20170907004721,74.09,22.88,3.5,2.25,67.55555555555556,33,-2,4.777777777777778,21,6.379219736334879
2017091000,20170910000081,29.349999999999994,26.169999999999998,5.6000000000000005,3.86,36.51111111111113,75,0,3.111111111111111,6,2.3154073315749675
2017091000,20170910000221,56.68,32.51,4.8,3.68,61.7,48,0,4.555555555555555,13,4.065436972550156
2017091000,20170910000242,72.55,31.81,4.3,2.92,85.58888888888886,32,0,3.111111111111111,10,3.3333333333333335
2017091000,20170910000263,77.55,28.369999999999997,4.699999999999999,3.03,78.33333333333333,28,0,3.7777777777777777,12,3.456073558887953
2017091000,20170910000305,89.91,26.169999999999998,5.300000000000001,3.15,55.67777777777779,15,-1,3.5555555555555554,15,4.824704942043376
2017091000,20170910000358,102.84,26.099999999999998,5.1,3.34,25.799999999999997,2,-2,0.5555555555555556,4,2.1278575558006176
2017091000,20170910000626,40.519999999999996,20.519999999999996,5.2,3.34,42.21111111111112,64,0,9.444444444444445,64,20.591934774998144
2017091000,20170910000882,27.260000000000005,20.549999999999997,5.1,2.05,41.68888888888887,77,-3,1.7777777777777777,10,3.7342260837346792
2017091000,20170910000978,46.129999999999995,21.449999999999996,5.1,3.31,61.64444444444446,58,1,7.666666666666667,33,10.062305898749052
2017091000,20170910001020,48.59,22.95,4.3,3.26,25.466666666666683,57,-8,1.0,9,4.847679857416329
2017091000,20170910001041,71.37,26.31,5.4,2.25,42.5,34,-1,2.888888888888889,7,2.848001248439177
2017091000,20170910001102,83.38,27.23,5.300000000000001,3.33,34.58888888888888,22,-2,1.4444444444444444,4,2.242270674512285
2017091000,20170910001123,96.89,31.91,4.5,2.65,78.86666666666667,8,1,3.7777777777777777,9,2.438123139721299
2017091000,20170910001522,65.3,32.7,4.8,3.69,49.56666666666668,40,2,8.666666666666666,32,9.565563234854496
2017091000,20170910001543,85.28,26.39,5.5,3.19,35.26666666666667,20,0,3.6666666666666665,10,2.958039891549808
2017091000,20170910001622,74.76,25.9,3.4000000000000004,1.83,86.93333333333332,31,-2,1.8888888888888888,5,2.204792759220492
2017091000,20170910001689,40.84,24.849999999999998,4.699999999999999,3.01,71.86666666666667,64,-1,4.0,15,5.024937810560445
2017091000,20170910001738,55.68000000000001,25.72,3.7,2.32,48.411111111111104,49,0,5.222222222222222,17,5.783117190965824
2017091000,20170910001770,63.89,31.299999999999997,5.8999999999999995,2.56,43.86666666666669,41,-2,4.666666666666667,12,4.949747468305832
2017091000,20170910002211,29.98,22.23,4.0,1.67,88.5,75,0,2.6666666666666665,8,2.449489742783178
2017091000,20170910002293,43.06,22.26,2.1,2.7,59.15555555555555,62,0,3.4444444444444446,10,2.9202359113225387
2017091000,20170910002384,36.36,32.55,5.0,3.07,51.47777777777779,68,3,8.0,30,8.660254037844387
2017091000,20170910002477,26.25,22.45,1.1,2.78,48.244444444444426,79,1,7.444444444444445,29,8.574833979604374
2017091000,20170910002577,39.870000000000005,26.609999999999996,5.4,3.64,36.599999999999994,64,-2,5.222222222222222,24,7.612124831112825
2017091000,20170910002631,87.71000000000001,26.549999999999997,5.5,3.57,52.72222222222221,17,-1,2.888888888888889,7,2.3687784005919825
2017091000,20170910002754,30.21,31.62,4.0,2.61,92.08888888888889,75,-1,3.111111111111111,20,6.790516262487788
2017091000,20170910002891,74.69,23.0,6.1,3.0,42.46666666666666,31,-6,1.7777777777777777,6,3.456073558887953
2017091000,20170910003180,25.459999999999994,22.789999999999996,4.3,2.48,52.42222222222223,80,0,3.7777777777777777,8,2.7284509239574835
2017091000,20170910003233,50.459999999999994,32.3,4.3,2.37,53.755555555555546,54,-1,5.555555555555555,17,6.085045421176228
2017091000,20170910003275,51.88,26.77,5.1,3.97,57.98888888888889,53,0,4.777777777777778,12,3.7006005518624194
2017091000,20170910003296,79.14,26.77,4.6000000000000005,2.39,24.833333333333325,26,-2,2.4444444444444446,12,4.27525177946022
2017091000,20170910003350,101.35,32.66,5.1,3.57,44.34444444444444,4,-4,0.2222222222222222,4,2.8185890875479607
2017091000,20170910003371,106.09,28.27,4.8,2.15,87.89999999999999,1,-1,0.3333333333333333,1,0.7071067811865476
2017091000,20170910003454,23.78,28.259999999999998,3.5999999999999996,1.16,81.97777777777775,81,-2,2.7777777777777777,15,4.918784854457902
2017091000,20170910003475,25.17,28.599999999999998,2.7,3.32,65.44444444444444,80,1,5.444444444444445,15,4.27525177946022
2017091000,20170910003531,40.230000000000004,30.83,5.8999999999999995,3.09,49.66666666666665,65,0,5.888888888888889,13,4.728753653037036
2017091000,20170910003608,9.06,27.54,4.6000000000000005,2.66,72.72222222222223,96,-1,2.6666666666666665,7,2.2912878474779204
2017091000,20170910003629,10.15,27.17,4.2,2.23,88.74444444444445,94,0,4.0,10,3.8078865529319543
2017091000,20170910003857,27.93,27.02,5.4,2.78,46.933333333333344,77,0,5.444444444444445,17,5.002777006601211
2017091000,20170910003878,30.76,27.65,5.1,4.24,11.755555555555569,72,-1,3.5555555555555554,7,2.455153310442706
2017091000,20170910004094,22.24,27.2,4.3,2.21,62.233333333333334,83,1,3.111111111111111,7,2.147349787787521
2017091000,20170910004132,24.27,24.98,4.2,2.49,90.83333333333333,81,0,3.4444444444444446,8,2.4037008503093262
2017091000,20170910004196,34.18,25.95,4.6000000000000005,2.57,79.39999999999999,71,1,3.4444444444444446,9,2.5055493963954847
2017091000,20170910004249,26.96,23.77,5.4,1.8,47.32222222222222,78,1,5.555555555555555,17,5.0525021304080395
2017091001,20170910010071,11.83,24.07,6.5,2.88,22.011111111111113,92,2,5.444444444444445,11,2.877112750272011
2017091001,20170910010164,54.88,28.33,6.1,3.84,32.74444444444444,49,0,4.333333333333333,8,3.4999999999999996
2017091001,20170910010209,62.55,31.06,3.1,1.96,93.9,43,0,5.111111111111111,16,6.431260460524913
2017091001,20170910010254,75.03,18.43,5.6000000000000005,3.36,48.922222222222224,31,-1,7.444444444444445,29,9.328867979437687
2017091001,20170910010275,77.16,21.84,4.4,0.87,85.22222222222223,29,-2,4.0,10,3.570714214271425
2017091001,20170910010354,31.430000000000007,19.779999999999994,4.699999999999999,4.44,85.2333333333333,74,-1,6.333333333333333,28,8.52936105461599
2017091001,20170910010475,34.13,25.17,6.0,2.97,39.366666666666674,70,-2,7.222222222222222,24,9.17575307233387
2017091001,20170910010624,28.340000000000003,23.109999999999996,6.800000000000001,0.93,34.155555555555566,77,-1,3.0,7,3.0413812651491097
2017091001,20170910010753,54.56999999999999,20.479999999999997,5.300000000000001,2.16,27.377777777777762,49,-3,0.3333333333333333,7,3.0822070014844885
2017091001,20170910010774,72.21000000000001,23.699999999999996,4.2,1.23,59.300000000000004,34,0,7.555555555555555,35,10.513219191940106
2017091001,20170910010887,30.900000000000006,26.229999999999997,4.9,2.8,76.36666666666666,75,0,5.444444444444445,18,5.681353516353104
2017091001,20170910010908,35.67,22.669999999999998,6.5,1.19,42.13333333333335,70,-1,2.111111111111111,7,2.891558595482912
2017091001,20170910011140,40.68000000000001,18.93,6.5,1.83,41.533333333333324,65,2,12.222222222222221,64,20.04231634428627
2017091001,20170910011209,67.88,24.289999999999996,6.0,1.91,50.47777777777778,38,0,8.555555555555555,36,10.829486496495472
2017091001,20170910011230,69.46000000000001,22.159999999999997,3.9000000000000004,2.28,91.85555555555557,37,-3,0.8888888888888888,5,2.848001248439177
2017091001,20170910011331,81.68,25.449999999999996,5.0,1.75,75.13333333333334,25,-1,6.444444444444445,25,8.032918384857261
2017091001,20170910011373,101.07,31.269999999999996,4.2,1.75,59.71111111111112,5,1,3.111111111111111,5,1.2692955176439846
2017091001,20170910011436,30.34,16.81,5.4,1.06,34.69999999999999,75,-2,3.2222222222222223,8,2.773886162848873
2017091001,20170910011457,31.26,29.12,6.3,0.28,3.8999999999999897,72,-6,0.4444444444444444,5,4.0034707164881045
2017091001,20170910011478,79.47,20.64,4.4,4.71,98.31111111111112,26,0,4.777777777777778,14,4.3237072570242825
2017091001,20170910011499,83.36,24.5,4.8,2.73,90.9888888888889,22,1,3.4444444444444446,8,2.127857555800617
2017091001,20170910011572,89.96,23.59,3.5999999999999996,5.65,26.211111111111116,15,-4,4.666666666666667,13,4.69041575982343
2017091001,20170910011593,96.08,30.12,4.6000000000000005,3.51,77.08888888888889,10,0,3.2222222222222223,6,2.048034287907418
2017091001,20170910011743,30.459999999999994,35.949999999999996,6.6000000000000005,0.89,34.17777777777777,75,0,3.4444444444444446,12,3.811532208676424
2017091001,20170910011764,42.629999999999995,28.539999999999996,3.7,2.15,62.33333333333336,66,-2,2.111111111111111,7,2.891558595482912
2017091001,20170910011785,45.91,16.259999999999998,7.1,1.41,16.644444444444463,59,-2,9.0,58,18.7949461292125
2017091001,20170910011889,25.68,35.04,6.3,2.63,24.311111111111106,80,-4,3.0,11,5.937171043518958
2017091001,20170910011995,50.22,30.229999999999997,7.199999999999999,1.11,23.61111111111111,55,0,5.444444444444445,21,6.4635731432217725
2017091001,20170910012016,55.69,26.159999999999997,5.0,1.35,41.64444444444447,50,-3,2.2222222222222223,9,3.9616214413349042
2017091001,20170910012141,30.6,29.33,6.2,0.54,37.688888888888904,75,-2,8.333333333333334,49,15.968719422671311
2017091001,20170910012162,32.4,28.2,5.1,0.86,84.8111111111111,74,-2,2.4444444444444446,5,2.1278575558006176
2017091001,20170910012231,46.15,28.56,4.1,3.81,71.97777777777777,60,0,6.333333333333333,30,9.19238815542512
2017091001,20170910012383,86.34,28.0,4.699999999999999,3.31,91.17777777777778,20,-2,5.0,16,6.041522986797286
2017091001,20170910012525,34.44,29.789999999999996,6.3,1.9,14.155555555555566,71,-1,4.777777777777778,16,5.65194165260439
2017091001,20170910012546,31.650000000000006,32.25,2.2,2.73,47.044444444444444,74,2,7.111111111111111,20,5.754225500544023
2017091001,20170910012578,49.480000000000004,30.15,5.300000000000001,3.68,63.522222222222204,56,0,5.0,11,4.55521678957215
2017091001,20170910013273,70.85,34.28,5.8,1.06,41.33333333333332,35,-1,3.111111111111111,10,3.3333333333333335
2017091001,20170910013353,82.66,24.859999999999996,5.5,1.94,50.41111111111111,23,0,2.6666666666666665,5,1.6583123951777
2017091002,20170910020104,29.47,26.73,5.0,2.63,56.47777777777779,75,0,11.88888888888889,75,24.002314703192923
2017091002,20170910020125,41.8,23.67,5.699999999999999,2.4,35.13333333333334,63,-4,7.444444444444445,62,20.64044034844649
2017091002,20170910020240,41.59,25.139999999999997,3.5,1.18,95.95555555555556,64,0,4.0,9,3.0
2017091002,20170910020284,46.17,21.619999999999997,4.8,3.3,70.25555555555557,60,-1,0.5555555555555556,3,1.1303883305208782
2017091002,20170910020344,56.83,24.289999999999996,4.4,2.94,58.05555555555556,48,0,3.6666666666666665,11,3.24037034920393
2017091002,20170910020394,68.4,28.81,2.2,3.19,59.166666666666664,35,0,3.111111111111111,6,2.0275875100994063
2017091002,20170910020565,96.03999999999999,29.789999999999996,4.8,3.13,87.98888888888888,11,2,4.111111111111111,7,2.0275875100994063
2017091002,20170910020650,29.36,24.46,5.0,1.98,44.3111111111111,75,-4,1.7777777777777777,6,2.6822461565718467
2017091002,20170910020695,40.14,22.6,4.699999999999999,3.2,0.9555555555555707,65,-4,1.7777777777777777,9,4.790035954399972
2017091002,20170910020722,47.82,20.45,4.8,2.57,48.644444444444446,57,0,3.111111111111111,7,2.204792759220492
2017091002,20170910020801,52.760000000000005,24.72,5.4,4.22,6.91111111111111,53,-4,4.111111111111111,8,4.013864859597431
2017091002,20170910021000,23.159999999999997,26.779999999999998,5.1,3.93,27.57777777777777,81,-3,1.8888888888888888,9,4.4001262608146945
2017091002,20170910021045,40.599999999999994,30.089999999999996,5.2,2.84,35.9222222222222,65,1,3.5555555555555554,7,2.2973414586817036
2017091002,20170910021066,63.88,23.499999999999996,5.5,2.67,50.31111111111111,42,-1,5.0,15,5.787918451395113
2017091002,20170910021087,65.72999999999999,27.74,4.5,1.43,66.51111111111112,39,0,5.888888888888889,21,7.356025496904636
2017091002,20170910021156,93.22,28.289999999999996,4.5,2.13,74.94444444444443,12,-1,2.7777777777777777,5,1.7159383568311666
2017091002,20170910021198,94.51,24.24,5.300000000000001,2.44,38.53333333333334,11,1,2.888888888888889,9,2.4209731743889917
2017091002,20170910021274,31.39,29.39,5.0,3.21,44.72222222222222,74,0,4.222222222222222,8,2.438123139721299
2017091002,20170910021339,44.370000000000005,23.319999999999997,5.4,2.5,95.77777777777776,60,1,4.222222222222222,9,2.4888640871780128
2017091002,20170910021462,28.52,33.41,5.1,2.13,49.57777777777778,76,0,4.111111111111111,17,5.206833117271103
2017091002,20170910021483,28.24,28.61,4.5,2.9,91.35555555555555,75,-1,5.888888888888889,14,4.5399461572920785
2017091002,20170910021528,52.96,23.31,5.1,3.48,91.5111111111111,51,1,4.111111111111111,9,3.370624736026114
2017091002,20170910021560,47.37,23.28,4.4,1.61,90.8,57,-1,4.0,9,3.7416573867739413
2017091002,20170910021686,18.480000000000004,23.159999999999997,4.9,3.95,0.9000000000000025,87,-1,1.8888888888888888,9,3.723051317281446
2017091002,20170910021733,102.96,30.97,4.9,2.76,82.95555555555555,2,-1,1.4444444444444444,4,1.3333333333333335
2017091002,20170910021803,30.64,25.779999999999998,2.2,2.13,74.59999999999998,75,-2,3.888888888888889,10,3.723051317281446
2017091002,20170910021889,41.05,31.81,2.9,2.8,38.56666666666668,63,-4,2.0,5,3.278719262151
2017091002,20170910021984,39.24,30.95,4.8,3.51,57.47777777777777,66,-1,5.222222222222222,16,4.790035954399971
2017091002,20170910022041,31.599999999999994,26.199999999999996,8.100000000000001,1.47,-3.2777777777777652,75,1,9.555555555555555,19,7.213028336127468
2017091002,20170910022115,79.28,22.32,2.9,1.85,84.4888888888889,26,0,2.3333333333333335,5,1.4142135623730951
2017091002,20170910022184,91.28,25.49,2.9,2.75,20.8888888888889,14,-2,3.888888888888889,9,3.3333333333333335
2017091002,20170910022268,16.569999999999993,33.3,5.8,2.25,35.811111111111096,88,-1,1.8888888888888888,6,2.5221243250702594
2017091002,20170910022289,23.5,31.31,4.699999999999999,2.31,79.77777777777779,81,-2,3.0,15,5.0990195135927845
2017091002,20170910022310,23.090000000000003,30.209999999999997,5.4,3.15,9.788888888888891,79,1,15.555555555555555,58,18.842180812681363
2017091002,20170910022363,49.06,29.379999999999995,5.5,3.32,52.44444444444443,57,1,10.333333333333334,57,18.207141456033124
2017091002,20170910022384,54.14,29.08,5.8999999999999995,2.69,99.75555555555552,51,2,5.333333333333333,15,4.06201920231798
